Year;Quarter;Unit;Economic Activity;GDP;Date
2017;Q1;Implicit Price Index (Deflators);Gross Value Added;74.9;2017-03
2017;Q2;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;87.0;2017-06
2017;Q2;Implicit Price Index (Deflators);Construction;82.8;2017-06
2017;Q2;Implicit Price Index (Deflators);Net Taxes on Products;14.0;2017-06
2017;Q3;Implicit Price Index (Deflators);Electricity, Gas and Water;84.6;2017-09
2017;Q3;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;91.9;2017-09
2017;Q3;Implicit Price Index (Deflators);Net Taxes on Products;17.7;2017-09
2017;Q4;Implicit Price Index (Deflators);Mining & Quarrying;69.0;2017-12
2017;Q4;Implicit Price Index (Deflators);Mining & Quarrying : Crude Petroleum & Natural Gas;68.7;2017-12
2017;Q4;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;81.4;2017-12
2017;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;82.9;2017-12
2017;Q4;Implicit Price Index (Deflators);Community, Social & Personal Services;92.6;2017-12
2017;Q4;Implicit Price Index (Deflators);Government Activities;84.0;2017-12
2018;Q1;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;47.3;2018-03
2018;Q1;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;97.6;2018-03
2018;Q1;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;86.0;2018-03
2018;Q1;Implicit Price Index (Deflators);Community, Social & Personal Services;93.0;2018-03
2018;Q2;Implicit Price Index (Deflators);Transport, Storage & Communication;91.2;2018-06
2018;Q3;Implicit Price Index (Deflators);Mining & Quarrying : Crude Petroleum & Natural Gas;92.3;2018-09
2018;Q3;Implicit Price Index (Deflators);Construction;79.2;2018-09
2018;Q3;Implicit Price Index (Deflators);Transport, Storage & Communication;92.6;2018-09
2018;Q3;Implicit Price Index (Deflators);Government Activities;103.9;2018-09
2018;Q3;Implicit Price Index (Deflators);Net Taxes on Products;55.9;2018-09
2018;Q3;Implicit Price Index (Deflators);Gross Domestic Product;87.6;2018-09
2018;Q4;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;85.5;2018-12
2018;Q4;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;48.2;2018-12
2018;Q4;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;88.5;2018-12
2018;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;85.7;2018-12
2018;Q4;Implicit Price Index (Deflators);Gross Value Added;86.5;2018-12
2019;Q1;Implicit Price Index (Deflators);Agriculture, Forestry & Fishing;78.2;2019-03
2019;Q1;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;87.5;2019-03
2019;Q1;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;92.1;2019-03
2019;Q2;Implicit Price Index (Deflators);Electricity, Gas and Water;97.1;2019-06
2019;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;92.9;2019-06
2019;Q3;Implicit Price Index (Deflators);Mining & Quarrying : Crude Petroleum & Natural Gas;80.8;2019-09
2019;Q3;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;92.5;2019-09
2019;Q3;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;96.4;2019-09
2019;Q4;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;44.4;2019-12
2019;Q4;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;90.3;2019-12
2019;Q4;Implicit Price Index (Deflators);Community, Social & Personal Services;99.6;2019-12
2019;Q4;Implicit Price Index (Deflators);Government Activities;92.3;2019-12
2019;Q4;Implicit Price Index (Deflators);Gross Domestic Product;83.7;2019-12
2020;Q1;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;85.8;2020-03
2020;Q1;Implicit Price Index (Deflators);Transport, Storage & Communication;93.0;2020-03
2020;Q1;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;95.3;2020-03
2020;Q2;Implicit Price Index (Deflators);Gross Value Added;72.1;2020-06
2020;Q3;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;85.6;2020-09
2020;Q4;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;92.1;2020-12
2021;Q1;Implicit Price Index (Deflators);Agriculture, Forestry & Fishing;83.1;2021-03
2021;Q2;Implicit Price Index (Deflators);Electricity, Gas and Water;91.6;2021-06
2021;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;90.8;2021-06
2021;Q3;Implicit Price Index (Deflators);Mining & Quarrying;94.0;2021-09
2021;Q3;Implicit Price Index (Deflators);Manufacturing;83.5;2021-09
2021;Q3;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;62.3;2021-09
2021;Q3;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;91.1;2021-09
2021;Q3;Implicit Price Index (Deflators);Government Activities;105.6;2021-09
2021;Q4;Implicit Price Index (Deflators);Transport, Storage & Communication;95.1;2021-12
2021;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;91.4;2021-12
2021;Q4;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;90.6;2021-12
2021;Q4;Implicit Price Index (Deflators);Net Taxes on Products;108.5;2021-12
2022;Q1;Implicit Price Index (Deflators);Mining & Quarrying;116.5;2022-03
2022;Q1;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;93.4;2022-03
2022;Q1;Implicit Price Index (Deflators);Community, Social & Personal Services;98.6;2022-03
2022;Q2;Implicit Price Index (Deflators);Manufacturing;96.4;2022-06
2022;Q2;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;96.5;2022-06
2022;Q2;Implicit Price Index (Deflators);Construction;93.5;2022-06
2022;Q3;Implicit Price Index (Deflators);Transport, Storage & Communication;97.1;2022-09
2022;Q3;Implicit Price Index (Deflators);Government Activities;105.4;2022-09
2022;Q4;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;98.3;2022-12
2023;Q1;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;97.8;2023-03
2023;Q1;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;100.0;2023-03
2023;Q1;Implicit Price Index (Deflators);Net Taxes on Products;102.6;2023-03
2023;Q2;Implicit Price Index (Deflators);Mining & Quarrying : Crude Petroleum & Natural Gas;91.1;2023-06
2023;Q2;Implicit Price Index (Deflators);Gross Domestic Product;99.3;2023-06
2023;Q3;Implicit Price Index (Deflators);Mining & Quarrying;107.9;2023-09
2023;Q3;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;94.1;2023-09
2023;Q3;Implicit Price Index (Deflators);Transport, Storage & Communication;100.0;2023-09
2023;Q3;Implicit Price Index (Deflators);Gross Value Added;101.6;2023-09
2023;Q3;Implicit Price Index (Deflators);Net Taxes on Products;105.5;2023-09
2023;Q4;Implicit Price Index (Deflators);Mining & Quarrying : Crude Petroleum & Natural Gas;102.8;2023-12
2023;Q4;Implicit Price Index (Deflators);Wholesale & Retail Trade, Restaurants & hotels;96.5;2023-12
2023;Q4;Implicit Price Index (Deflators);Transport, Storage & Communication;100.4;2023-12
2024;Q1;Implicit Price Index (Deflators);Mining & Quarrying;98.8;2024-03
2024;Q1;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;96.2;2024-03
2024;Q1;Implicit Price Index (Deflators);Construction;101.8;2024-03
2024;Q1;Implicit Price Index (Deflators);Transport, Storage & Communication;101.3;2024-03
2024;Q1;Implicit Price Index (Deflators);Community, Social & Personal Services;99.7;2024-03
2024;Q2;Implicit Price Index (Deflators);Mining & Quarrying;101.5;2024-06
2024;Q2;Implicit Price Index (Deflators);Construction;101.9;2024-06
2024;Q2;Implicit Price Index (Deflators);Transport, Storage & Communication;100.4;2024-06
2024;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services;104.6;2024-06
2024;Q2;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;104.4;2024-06
2024;Q2;Implicit Price Index (Deflators);Government Activities;112.1;2024-06
2024;Q2;Implicit Price Index (Deflators);Net Taxes on Products;104.3;2024-06
2024;Q3;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;96.3;2024-09
2024;Q3;Implicit Price Index (Deflators);Manufacturing : Manufacturing excluding petroleum refining;97.0;2024-09
2024;Q3;Implicit Price Index (Deflators);Finance, Insurance, Real Estate & Business Services : Real Estate;111.3;2024-09
2024;Q4;Implicit Price Index (Deflators);Gross Value Added;97.2;2024-12
2024;Q4;Implicit Price Index (Deflators);Net Taxes on Products;110.9;2024-12
2025;Q1;Implicit Price Index (Deflators);Manufacturing;93.1;2025-03
2025;Q1;Implicit Price Index (Deflators);Manufacturing : Petroleum Refining;84.0;2025-03
2025;Q1;Implicit Price Index (Deflators);Transport, Storage & Communication;101.0;2025-03
2025;Q1;Implicit Price Index (Deflators);Gross Value Added;99.6;2025-03
2025;Q1;Implicit Price Index (Deflators);Net Taxes on Products;99.6;2025-03
2025;Q2;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;100.9;2025-06
2025;Q3;Implicit Price Index (Deflators);Mining & Quarrying;81.3;2025-09
2025;Q3;Implicit Price Index (Deflators);Government Activities;110.8;2025-09
2025;Q4;Implicit Price Index (Deflators);Mining & Quarrying : Other Mining & Quarrying;100.0;2025-12
2025;Q4;Implicit Price Index (Deflators);Community, Social & Personal Services;100.8;2025-12
2025;Q4;Implicit Price Index (Deflators);Net Taxes on Products;107.0;2025-12
2010;Q1;Index;Wholesale & Retail Trade, Restaurants & hotels;44.4;2010-03
2010;Q1;Index;Finance, Insurance, Real Estate & Business Services;56.8;2010-03
2010;Q2;Index;Wholesale & Retail Trade, Restaurants & hotels;42.7;2010-06
2010;Q2;Index;Net Taxes on Products;65.7;2010-06
2010;Q3;Index;Agriculture, Forestry & Fishing;69.5;2010-09
2010;Q3;Index;Wholesale & Retail Trade, Restaurants & hotels;47.4;2010-09
2010;Q3;Index;Finance, Insurance, Real Estate & Business Services : Real Estate;57.3;2010-09
2010;Q3;Index;Gross Value Added;59.3;2010-09
2010;Q3;Index;Net Taxes on Products;64.2;2010-09
2010;Q4;Index;Agriculture, Forestry & Fishing;56.5;2010-12
2010;Q4;Index;Manufacturing;51.4;2010-12
2010;Q4;Index;Manufacturing : Petroleum Refining;78.1;2010-12
2010;Q4;Index;Electricity, Gas and Water;40.2;2010-12
2010;Q4;Index;Transport, Storage & Communication;48.9;2010-12
2010;Q4;Index;Finance, Insurance, Real Estate & Business Services;54.2;2010-12
2010;Q4;Index;Finance, Insurance, Real Estate & Business Services : Real Estate;57.5;2010-12
2011;Q1;Index;Transport, Storage & Communication;57.7;2011-03
2011;Q1;Index;Finance, Insurance, Real Estate & Business Services;56.8;2011-03
2011;Q1;Index;Finance, Insurance, Real Estate & Business Services : Real Estate;63.0;2011-03
2011;Q1;Index;Net Taxes on Products;64.5;2011-03
2011;Q1;Index;Gross Domestic Product;65.0;2011-03
2011;Q2;Index;Agriculture, Forestry & Fishing;70.3;2011-06
2011;Q2;Index;Construction;51.6;2011-06
2011;Q2;Index;Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;49.4;2011-06
2011;Q2;Index;Net Taxes on Products;77.8;2011-06
2011;Q3;Index;Manufacturing : Manufacturing excluding petroleum refining;54.5;2011-09
2011;Q3;Index;Community, Social & Personal Services;32.7;2011-09
2011;Q4;Index;Manufacturing;57.3;2011-12
2011;Q4;Index;Manufacturing : Manufacturing excluding petroleum refining;51.2;2011-12
2011;Q4;Index;Finance, Insurance, Real Estate & Business Services;54.5;2011-12
2011;Q4;Index;Gross Value Added;71.4;2011-12
2012;Q1;Index;Mining & Quarrying : Crude Petroleum & Natural Gas;100.5;2012-03
2012;Q1;Index;Government Activities;75.4;2012-03
2012;Q2;Index;Wholesale & Retail Trade, Restaurants & hotels;53.3;2012-06
2012;Q2;Index;Net Taxes on Products;93.0;2012-06
2012;Q3;Index;Agriculture, Forestry & Fishing;75.6;2012-09
2012;Q3;Index;Mining & Quarrying : Other Mining & Quarrying;71.0;2012-09
2012;Q3;Index;Manufacturing;59.6;2012-09
2012;Q3;Index;Manufacturing : Petroleum Refining;72.5;2012-09
2012;Q3;Index;Manufacturing : Manufacturing excluding petroleum refining;54.0;2012-09
2012;Q3;Index;Government Activities;75.6;2012-09
2012;Q4;Index;Agriculture, Forestry & Fishing;61.6;2012-12
2012;Q4;Index;Mining & Quarrying : Other Mining & Quarrying;60.7;2012-12
2012;Q4;Index;Net Taxes on Products;87.5;2012-12
2013;Q1;Index;Mining & Quarrying : Crude Petroleum & Natural Gas;92.5;2013-03
2013;Q1;Index;Manufacturing;63.7;2013-03
2013;Q1;Index;Wholesale & Retail Trade, Restaurants & hotels;65.5;2013-03
2013;Q1;Index;Finance, Insurance, Real Estate & Business Services : Real Estate;76.7;2013-03
2013;Q2;Index;Mining & Quarrying : Crude Petroleum & Natural Gas;96.8;2013-06
2013;Q2;Index;Finance, Insurance, Real Estate & Business Services : Real Estate;74.7;2013-06
2013;Q3;Index;Manufacturing;63.4;2013-09
2013;Q3;Index;Electricity, Gas and Water;114.1;2013-09
2013;Q3;Index;Construction;60.1;2013-09
2013;Q3;Index;Gross Value Added;74.6;2013-09
2013;Q3;Index;Net Taxes on Products;91.6;2013-09
2013;Q4;Index;Agriculture, Forestry & Fishing;58.3;2013-12
2013;Q4;Index;Mining & Quarrying : Other Mining & Quarrying;64.3;2013-12
2013;Q4;Index;Government Activities;99.8;2013-12
2014;Q1;Index;Mining & Quarrying;98.4;2014-03
2014;Q1;Index;Construction;63.1;2014-03
2014;Q1;Index;Transport, Storage & Communication;70.6;2014-03
2014;Q1;Index;Finance, Insurance, Real Estate & Business Services;69.1;2014-03
2014;Q1;Index;Gross Domestic Product;76.7;2014-03
2014;Q2;Index;Transport, Storage & Communication;66.8;2014-06
2014;Q2;Index;Community, Social & Personal Services;46.6;2014-06
2014;Q3;Index;Mining & Quarrying;99.9;2014-09
2014;Q3;Index;Electricity, Gas and Water;117.1;2014-09
2014;Q3;Index;Gross Value Added;76.4;2014-09
2014;Q4;Index;Mining & Quarrying : Other Mining & Quarrying;66.4;2014-12
2014;Q4;Index;Manufacturing;70.3;2014-12
2014;Q4;Index;Wholesale & Retail Trade, Restaurants & hotels;69.1;2014-12
2014;Q4;Index;Government Activities;100.0;2014-12
2015;Q1;Index;Community, Social & Personal Services;54.0;2015-03
2015;Q2;Index;Mining & Quarrying;105.2;2015-06
2015;Q2;Index;Manufacturing : Manufacturing excluding petroleum refining;69.5;2015-06
2015;Q2;Index;Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;60.9;2015-06
2015;Q2;Index;Net Taxes on Products;98.1;2015-06
2015;Q3;Index;Manufacturing : Manufacturing excluding petroleum refining;69.9;2015-09
2015;Q3;Index;Transport, Storage & Communication;66.5;2015-09
2015;Q3;Index;Gross Domestic Product;80.0;2015-09
2015;Q4;Index;Agriculture, Forestry & Fishing;69.7;2015-12
2015;Q4;Index;Manufacturing : Petroleum Refining;95.3;2015-12
2015;Q4;Index;Finance, Insurance, Real Estate & Business Services;70.9;2015-12
2015;Q4;Index;Government Activities;100.2;2015-12
2016;Q1;Index;Mining & Quarrying : Other Mining & Quarrying;81.2;2016-03
2016;Q1;Index;Manufacturing : Manufacturing excluding petroleum refining;73.0;2016-03
2016;Q1;Index;Transport, Storage & Communication;75.6;2016-03
2016;Q1;Index;Finance, Insurance, Real Estate & Business Services : Real Estate;83.8;2016-03
2016;Q1;Index;Government Activities;93.6;2016-03
2016;Q2;Index;Wholesale & Retail Trade, Restaurants & hotels;64.0;2016-06
2016;Q2;Index;Transport, Storage & Communication;73.2;2016-06
2016;Q2;Index;Government Activities;83.9;2016-06
2016;Q2;Index;Net Taxes on Products;80.7;2016-06
2016;Q3;Index;Mining & Quarrying;108.7;2016-09
2016;Q3;Index;Wholesale & Retail Trade, Restaurants & hotels;67.8;2016-09
2016;Q3;Index;Finance, Insurance, Real Estate & Business Services;68.9;2016-09
2016;Q3;Index;Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;58.3;2016-09
2016;Q3;Index;Community, Social & Personal Services;55.5;2016-09
2016;Q3;Index;Gross Domestic Product;80.3;2016-09
2016;Q4;Index;Agriculture, Forestry & Fishing;74.5;2016-12
2016;Q4;Index;Manufacturing : Manufacturing excluding petroleum refining;68.7;2016-12
2016;Q4;Index;Transport, Storage & Communication;77.7;2016-12
2016;Q4;Index;Gross Value Added;84.2;2016-12
2017;Q1;Index;Wholesale & Retail Trade, Restaurants & hotels;69.2;2017-03
2017;Q3;Index;Construction;63.8;2017-09
2017;Q4;Index;Manufacturing;79.0;2017-12
2017;Q4;Index;Manufacturing : Petroleum Refining;107.0;2017-12
2017;Q4;Index;Electricity, Gas and Water;63.7;2017-12
2018;Q1;Index;Mining & Quarrying : Other Mining & Quarrying;90.6;2018-03
2018;Q1;Index;Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;62.5;2018-03
2018;Q1;Index;Community, Social & Personal Services;65.6;2018-03
2018;Q1;Index;Gross Value Added;84.3;2018-03
2018;Q1;Index;Net Taxes on Products;72.3;2018-03
2018;Q2;Index;Agriculture, Forestry & Fishing;96.2;2018-06
2018;Q2;Index;Community, Social & Personal Services;66.1;2018-06
2018;Q2;Index;Gross Domestic Product;83.9;2018-06
2018;Q3;Index;Agriculture, Forestry & Fishing;97.9;2018-09
2018;Q3;Index;Manufacturing : Petroleum Refining;105.0;2018-09
2018;Q3;Index;Electricity, Gas and Water;149.1;2018-09
2018;Q3;Index;Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;65.0;2018-09
2018;Q3;Index;Government Activities;79.6;2018-09
2018;Q4;Index;Manufacturing;79.5;2018-12
2018;Q4;Index;Electricity, Gas and Water;58.9;2018-12
2018;Q4;Index;Wholesale & Retail Trade, Restaurants & hotels;76.0;2018-12
2018;Q4;Index;Gross Value Added;89.5;2018-12
2018;Q4;Index;Net Taxes on Products;78.1;2018-12
2019;Q1;Index;Manufacturing;84.2;2019-03
2019;Q1;Index;Manufacturing : Petroleum Refining;99.5;2019-03
2019;Q1;Index;Transport, Storage & Communication;87.8;2019-03
2019;Q2;Index;Mining & Quarrying;100.7;2019-06
2019;Q2;Index;Wholesale & Retail Trade, Restaurants & hotels;70.6;2019-06
2019;Q2;Index;Transport, Storage & Communication;83.9;2019-06
2019;Q2;Index;Finance, Insurance, Real Estate & Business Services;80.7;2019-06
2019;Q2;Index;Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;72.9;2019-06
2019;Q3;Index;Wholesale & Retail Trade, Restaurants & hotels;78.5;2019-09
2019;Q3;Index;Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;71.2;2019-09
2019;Q3;Index;Government Activities;83.3;2019-09
2019;Q3;Index;Gross Domestic Product;85.5;2019-09
2019;Q4;Index;Mining & Quarrying : Crude Petroleum & Natural Gas;104.4;2019-12
2019;Q4;Index;Transport, Storage & Communication;87.1;2019-12
2020;Q1;Index;Manufacturing;78.7;2020-03
2020;Q1;Index;Finance, Insurance, Real Estate & Business Services : Real Estate;93.7;2020-03
2020;Q1;Index;Government Activities;97.3;2020-03
2020;Q1;Index;Net Taxes on Products;82.9;2020-03
2020;Q2;Index;Mining & Quarrying : Crude Petroleum & Natural Gas;96.5;2020-06
2020;Q2;Index;Manufacturing;76.5;2020-06
2020;Q2;Index;Electricity, Gas and Water;90.7;2020-06
2020;Q2;Index;Transport, Storage & Communication;64.5;2020-06
2020;Q3;Index;Agriculture, Forestry & Fishing;103.7;2020-09
2020;Q3;Index;Wholesale & Retail Trade, Restaurants & hotels;74.9;2020-09
2020;Q3;Index;Community, Social & Personal Services;72.5;2020-09
2020;Q4;Index;Government Activities;103.9;2020-12
2020;Q4;Index;Gross Domestic Product;87.0;2020-12
2021;Q1;Index;Mining & Quarrying : Other Mining & Quarrying;106.9;2021-03
2021;Q1;Index;Finance, Insurance, Real Estate & Business Services;84.6;2021-03
2021;Q1;Index;Government Activities;99.1;2021-03
2021;Q2;Index;Electricity, Gas and Water;97.7;2021-06
2021;Q2;Index;Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;77.3;2021-06
2021;Q3;Index;Manufacturing;85.7;2021-09
2021;Q3;Index;Government Activities;86.8;2021-09
2021;Q3;Index;Gross Domestic Product;89.3;2021-09
2021;Q4;Index;Manufacturing : Manufacturing excluding petroleum refining;85.8;2021-12
2021;Q4;Index;Net Taxes on Products;85.8;2021-12
2022;Q1;Index;Agriculture, Forestry & Fishing;93.7;2022-03
2022;Q1;Index;Mining & Quarrying : Crude Petroleum & Natural Gas;103.9;2022-03
2022;Q1;Index;Manufacturing : Manufacturing excluding petroleum refining;95.9;2022-03
2022;Q1;Index;Finance, Insurance, Real Estate & Business Services : Real Estate;99.4;2022-03
2022;Q1;Index;Gross Domestic Product;96.2;2022-03
2022;Q2;Index;Manufacturing;102.3;2022-06
2022;Q2;Index;Manufacturing : Petroleum Refining;107.7;2022-06
2022;Q2;Index;Manufacturing : Manufacturing excluding petroleum refining;99.0;2022-06
2022;Q2;Index;Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;85.9;2022-06
2022;Q2;Index;Government Activities;89.8;2022-06
2022;Q3;Index;Mining & Quarrying;116.4;2022-09
2022;Q3;Index;Finance, Insurance, Real Estate & Business Services : Real Estate;94.8;2022-09
2022;Q3;Index;Gross Domestic Product;100.9;2022-09
2022;Q4;Index;Agriculture, Forestry & Fishing;87.8;2022-12
2022;Q4;Index;Manufacturing : Manufacturing excluding petroleum refining;94.3;2022-12
2022;Q4;Index;Wholesale & Retail Trade, Restaurants & hotels;96.7;2022-12
2022;Q4;Index;Finance, Insurance, Real Estate & Business Services : Real Estate;98.3;2022-12
2023;Q1;Index;Manufacturing;102.6;2023-03
2023;Q1;Index;Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;89.2;2023-03
2023;Q2;Index;Agriculture, Forestry & Fishing;98.9;2023-06
2023;Q2;Index;Mining & Quarrying;104.7;2023-06
2023;Q2;Index;Construction;94.0;2023-06
2023;Q2;Index;Wholesale & Retail Trade, Restaurants & hotels;97.6;2023-06
2023;Q2;Index;Community, Social & Personal Services;98.6;2023-06
2023;Q3;Index;Mining & Quarrying : Crude Petroleum & Natural Gas;95.4;2023-09
2023;Q3;Index;Transport, Storage & Communication;94.7;2023-09
2023;Q3;Index;Net Taxes on Products;101.4;2023-09
2023;Q3;Index;Gross Domestic Product;98.3;2023-09
2023;Q4;Index;Manufacturing : Petroleum Refining;93.6;2023-12
2023;Q4;Index;Community, Social & Personal Services;101.1;2023-12
2024;Q1;Index;Mining & Quarrying;92.8;2024-03
2024;Q1;Index;Mining & Quarrying : Other Mining & Quarrying;120.2;2024-03
2024;Q1;Index;Manufacturing;106.7;2024-03
2024;Q1;Index;Manufacturing : Petroleum Refining;98.5;2024-03
2024;Q1;Index;Electricity, Gas and Water;48.5;2024-03
2024;Q1;Index;Wholesale & Retail Trade, Restaurants & hotels;106.2;2024-03
2024;Q1;Index;Net Taxes on Products;102.8;2024-03
2024;Q2;Index;Finance, Insurance, Real Estate & Business Services;104.0;2024-06
2024;Q2;Index;Net Taxes on Products;102.1;2024-06
2024;Q3;Index;Mining & Quarrying : Other Mining & Quarrying;103.6;2024-09
2024;Q4;Index;Agriculture, Forestry & Fishing;99.5;2024-12
2024;Q4;Index;Mining & Quarrying;94.3;2024-12
2024;Q4;Index;Manufacturing;102.9;2024-12
2024;Q4;Index;Manufacturing : Petroleum Refining;107.9;2024-12
2024;Q4;Index;Wholesale & Retail Trade, Restaurants & hotels;112.0;2024-12
2024;Q4;Index;Transport, Storage & Communication;115.4;2024-12
2024;Q4;Index;Finance, Insurance, Real Estate & Business Services;112.7;2024-12
2025;Q1;Index;Agriculture, Forestry & Fishing;106.9;2025-03
2025;Q1;Index;Net Taxes on Products;107.0;2025-03
2025;Q2;Index;Agriculture, Forestry & Fishing;109.4;2025-06
2025;Q2;Index;Mining & Quarrying;96.6;2025-06
2025;Q3;Index;Mining & Quarrying : Crude Petroleum & Natural Gas;102.4;2025-09
2025;Q3;Index;Finance, Insurance, Real Estate & Business Services;113.8;2025-09
2025;Q3;Index;Community, Social & Personal Services;106.5;2025-09
2025;Q4;Index;Manufacturing;107.8;2025-12
2025;Q4;Index;Manufacturing : Petroleum Refining;113.3;2025-12
2025;Q4;Index;Manufacturing : Manufacturing excluding petroleum refining;105.2;2025-12
2025;Q4;Index;Finance, Insurance, Real Estate & Business Services;117.2;2025-12
2025;Q4;Index;Finance, Insurance, Real Estate & Business Services : Real Estate;106.6;2025-12
2025;Q4;Index;Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;126.7;2025-12
2010;Q1;Million of Saudi Riyals;Electricity, Gas and Water;4027.0;2010-03
2010;Q1;Million of Saudi Riyals;Transport, Storage & Communication;31173.0;2010-03
2010;Q1;Million of Saudi Riyals;Finance, Insurance, Real Estate & Business Services : Real Estate;35551.0;2010-03
2010;Q1;Million of Saudi Riyals;Finance, Insurance, Real Estate & Business Services : Finance , Insurance and Business sevices;36322.0;2010-03
2010;Q2;Million of Saudi Riyals;Agriculture, Forestry & Fishing;18751.0;2010-06
2010;Q2;Million of Saudi Riyals;Transport, Storage & Communication;29717.0;2010-06
2010;Q3;Million of Saudi Riyals;Agriculture, Forestry & Fishing;19504.0;2010-09
2010;Q3;Million of Saudi Riyals;Mining & Quarrying;210315.0;2010-09
2010;Q3;Million of Saudi Riyals;Wholesale & Retail Trade, Restaurants & hotels;59441.0;2010-09
2010;Q3;Million of Saudi Riyals;Finance, Insurance, Real Estate & Business Services : Real Estate;33768.0;2010-09
2010;Q3;Million of Saudi Riyals;Net Taxes on Products;37978.0;2010-09
2010;Q4;Million of Saudi Riyals;Mining & Quarrying : Crude Petroleum & Natural Gas;246791.0;2010-12
2010;Q4;Million of Saudi Riyals;Transport, Storage & Communication;30603.0;2010-12
2010;Q4;Million of Saudi Riyals;Finance, Insurance, Real Estate & Business Services;68921.0;2010-12
2010;Q4;Million of Saudi Riyals;Government Activities;140728.0;2010-12
2010;Q4;Million of Saudi Riyals;Gross Value Added;722222.0;2010-12
2010;Q4;Million of Saudi Riyals;Net Taxes on Products;40421.0;2010-12
2011;Q1;Million of Saudi Riyals;Wholesale & Retail Trade, Restaurants & hotels;64819.0;2011-03
2011;Q1;Million of Saudi Riyals;Transport, Storage & Communication;36094.0;2011-03
2011;Q1;Million of Saudi Riyals;Finance, Insurance, Real Estate & Business Services : Real Estate;37128.0;2011-03
2011;Q1;Million of Saudi Riyals;Net Taxes on Products;38207.0;2011-03
2011;Q2;Million of Saudi Riyals;Mining & Quarrying;242121.0;2011-06
2011;Q2;Million of Saudi Riyals;Manufacturing : Petroleum Refining;39785.0;2011-06
2011;Q2;Million of Saudi Riyals;Electricity, Gas and Water;11417.0;2011-06
2011;Q2;Million of Saudi Riyals;Transport, Storage & Communication;34441.0;2011-06
2011;Q2;Million of Saudi Riyals;Finance, Insurance, Real Estate & Business Services : Real Estate;35419.0;2011-06
2011;Q2;Million of Saudi Riyals;Government Activities;111196.0;2011-06
