Year;Quarter;Unit;Economic Activity;GDP;Date
2022;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;0.27;2022-12
2022;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;0.34;2022-12
2023;Q1;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.25;2023-03
2023;Q2;Contribution to Growth rate in GDP Y-o-Y;Government Activities;-0.1;2023-06
2023;Q2;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;-0.05;2023-06
2023;Q2;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;-0.38;2023-06
2023;Q3;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.6;2023-09
2023;Q4;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;-0.69;2023-12
2023;Q4;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.2;2023-12
2023;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;0.27;2023-12
2024;Q1;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;1.22;2024-03
2024;Q4;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;-0.07;2024-12
2024;Q4;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.97;2024-12
2024;Q4;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.07;2024-12
2024;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;1.01;2024-12
2025;Q1;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.0;2025-03
2025;Q3;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.2;2025-09
2025;Q3;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;1.24;2025-09
2025;Q4;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.94;2025-12
2010;Q1;Index;Government Activities;69.1;2010-03
2010;Q1;Index;Net Taxes on Products;58.7;2010-03
2010;Q2;Index;Gross Value Added;59.7;2010-06
2010;Q2;Index;Net Taxes on Products;65.7;2010-06
2010;Q2;Index;Gross Domestic Product;59.6;2010-06
2010;Q3;Index;Gross Value Added;59.7;2010-09
2011;Q1;Index;Gross Value Added;65.5;2011-03
2011;Q2;Index;Gross Value Added;67.5;2011-06
2011;Q2;Index;Gross Domestic Product;67.3;2011-06
2011;Q3;Index;Non-Oil Activities;53.6;2011-09
2012;Q1;Index;Oil Activities;99.5;2012-03
2012;Q1;Index;Gross Domestic Product;71.7;2012-03
2012;Q2;Index;Non-Oil Activities;56.0;2012-06
2012;Q2;Index;Government Activities;78.0;2012-06
2012;Q2;Index;Net Taxes on Products;93.0;2012-06
2012;Q4;Index;Gross Domestic Product;71.0;2012-12
2013;Q1;Index;Oil Activities;91.8;2013-03
2013;Q4;Index;Net Taxes on Products;92.3;2013-12
2014;Q1;Index;Oil Activities;98.8;2014-03
2014;Q2;Index;Government Activities;86.8;2014-06
2014;Q3;Index;Oil Activities;96.1;2014-09
2014;Q3;Index;Gross Value Added;77.0;2014-09
2014;Q4;Index;Government Activities;87.3;2014-12
2015;Q1;Index;Government Activities;90.5;2015-03
2015;Q1;Index;Net Taxes on Products;86.1;2015-03
2015;Q2;Index;Oil Activities;104.5;2015-06
2015;Q2;Index;Gross Value Added;80.8;2015-06
2015;Q3;Index;Oil Activities;101.9;2015-09
2015;Q4;Index;Government Activities;88.0;2015-12
2016;Q1;Index;Non-Oil Activities;69.3;2016-03
2016;Q1;Index;Gross Value Added;81.9;2016-03
2016;Q1;Index;Gross Domestic Product;81.6;2016-03
2016;Q3;Index;Non-Oil Activities;69.6;2016-09
2017;Q1;Index;Gross Domestic Product;81.6;2017-03
2017;Q2;Index;Gross Domestic Product;82.0;2017-06
2017;Q4;Index;Gross Value Added;84.2;2017-12
2018;Q1;Index;Oil Activities;103.5;2018-03
2018;Q1;Index;Government Activities;91.6;2018-03
2018;Q2;Index;Net Taxes on Products;79.3;2018-06
2018;Q4;Index;Government Activities;93.5;2018-12
2018;Q4;Index;Gross Domestic Product;86.6;2018-12
2019;Q1;Index;Oil Activities;104.4;2019-03
2019;Q1;Index;Non-Oil Activities;76.9;2019-03
2019;Q1;Index;Gross Value Added;87.0;2019-03
2019;Q2;Index;Non-Oil Activities;77.9;2019-06
2019;Q3;Index;Government Activities;94.3;2019-09
2019;Q4;Index;Oil Activities;101.9;2019-12
2020;Q4;Index;Government Activities;93.2;2020-12
2021;Q2;Index;Non-Oil Activities;81.9;2021-06
2021;Q2;Index;Gross Value Added;87.1;2021-06
2021;Q3;Index;Gross Value Added;90.7;2021-09
2021;Q3;Index;Gross Domestic Product;90.2;2021-09
2022;Q1;Index;Oil Activities;107.4;2022-03
2022;Q3;Index;Oil Activities;112.9;2022-09
2022;Q3;Index;Non-Oil Activities;95.2;2022-09
2022;Q3;Index;Government Activities;99.2;2022-09
2023;Q2;Index;Gross Domestic Product;101.2;2023-06
2024;Q1;Index;Gross Value Added;101.1;2024-03
2024;Q2;Index;Net Taxes on Products;102.1;2024-06
2024;Q3;Index;Government Activities;104.0;2024-09
2024;Q3;Index;Net Taxes on Products;106.2;2024-09
2024;Q4;Index;Oil Activities;95.3;2024-12
2025;Q1;Index;Oil Activities;95.0;2025-03
2025;Q2;Index;Gross Value Added;106.7;2025-06
2025;Q2;Index;Net Taxes on Products;107.5;2025-06
2025;Q3;Index;Gross Domestic Product;108.0;2025-09
2025;Q4;Index;Gross Domestic Product;109.6;2025-12
2010;Q1;Million of Saudi Riyals;Government Activities;107357.0;2010-03
2010;Q1;Million of Saudi Riyals;Gross Domestic Product;667114.0;2010-03
2010;Q2;Million of Saudi Riyals;Non-Oil Activities;283815.0;2010-06
2010;Q2;Million of Saudi Riyals;Government Activities;107077.0;2010-06
2010;Q3;Million of Saudi Riyals;Oil Activities;246418.0;2010-09
2010;Q3;Million of Saudi Riyals;Gross Value Added;646157.0;2010-09
2011;Q2;Million of Saudi Riyals;Oil Activities;290112.0;2011-06
2011;Q3;Million of Saudi Riyals;Oil Activities;299139.0;2011-09
2011;Q3;Million of Saudi Riyals;Non-Oil Activities;325820.0;2011-09
2011;Q3;Million of Saudi Riyals;Net Taxes on Products;49228.0;2011-09
2012;Q1;Million of Saudi Riyals;Oil Activities;318325.0;2012-03
2012;Q1;Million of Saudi Riyals;Non-Oil Activities;336463.0;2012-03
2012;Q2;Million of Saudi Riyals;Gross Value Added;781279.0;2012-06
2012;Q3;Million of Saudi Riyals;Non-Oil Activities;345980.0;2012-09
2012;Q4;Million of Saudi Riyals;Net Taxes on Products;51824.0;2012-12
2013;Q2;Million of Saudi Riyals;Oil Activities;301327.0;2013-06
2013;Q2;Million of Saudi Riyals;Gross Domestic Product;837473.0;2013-06
2013;Q3;Million of Saudi Riyals;Non-Oil Activities;374721.0;2013-09
2014;Q1;Million of Saudi Riyals;Oil Activities;315943.0;2014-03
2014;Q4;Million of Saudi Riyals;Net Taxes on Products;54390.0;2014-12
2015;Q1;Million of Saudi Riyals;Net Taxes on Products;51001.0;2015-03
2015;Q2;Million of Saudi Riyals;Gross Value Added;875176.0;2015-06
2015;Q3;Million of Saudi Riyals;Government Activities;138613.0;2015-09
2015;Q3;Million of Saudi Riyals;Gross Value Added;874826.0;2015-09
2016;Q1;Million of Saudi Riyals;Gross Domestic Product;932383.0;2016-03
2016;Q2;Million of Saudi Riyals;Government Activities;137889.0;2016-06
2016;Q2;Million of Saudi Riyals;Net Taxes on Products;47772.0;2016-06
2016;Q4;Million of Saudi Riyals;Government Activities;137663.0;2016-12
2016;Q4;Million of Saudi Riyals;Gross Domestic Product;936547.0;2016-12
2017;Q2;Million of Saudi Riyals;Oil Activities;330300.0;2017-06
2017;Q2;Million of Saudi Riyals;Gross Domestic Product;937151.0;2017-06
2017;Q4;Million of Saudi Riyals;Oil Activities;325263.0;2017-12
2017;Q4;Million of Saudi Riyals;Government Activities;141427.0;2017-12
2018;Q1;Million of Saudi Riyals;Gross Value Added;914703.0;2018-03
2018;Q1;Million of Saudi Riyals;Gross Domestic Product;959422.0;2018-03
2018;Q2;Million of Saudi Riyals;Gross Value Added;925717.0;2018-06
2018;Q3;Million of Saudi Riyals;Oil Activities;339350.0;2018-09
2018;Q3;Million of Saudi Riyals;Government Activities;141975.0;2018-09
2018;Q3;Million of Saudi Riyals;Gross Domestic Product;975625.0;2018-09
2018;Q4;Million of Saudi Riyals;Non-Oil Activities;456056.0;2018-12
2019;Q1;Million of Saudi Riyals;Oil Activities;333751.0;2019-03
2019;Q1;Million of Saudi Riyals;Government Activities;144803.0;2019-03
2019;Q1;Million of Saudi Riyals;Gross Domestic Product;990924.0;2019-03
2019;Q3;Million of Saudi Riyals;Gross Value Added;935380.0;2019-09
2020;Q1;Million of Saudi Riyals;Oil Activities;316769.0;2020-03
2020;Q2;Million of Saudi Riyals;Oil Activities;304970.0;2020-06
2020;Q2;Million of Saudi Riyals;Government Activities;146256.0;2020-06
2020;Q2;Million of Saudi Riyals;Gross Domestic Product;923804.0;2020-06
2020;Q3;Million of Saudi Riyals;Gross Domestic Product;947207.0;2020-09
2020;Q4;Million of Saudi Riyals;Government Activities;144901.0;2020-12
2021;Q2;Million of Saudi Riyals;Non-Oil Activities;497892.0;2021-06
2021;Q2;Million of Saudi Riyals;Government Activities;144712.0;2021-06
2021;Q2;Million of Saudi Riyals;Gross Domestic Product;990419.0;2021-06
2021;Q3;Million of Saudi Riyals;Net Taxes on Products;48339.0;2021-09
2023;Q1;Million of Saudi Riyals;Net Taxes on Products;58986.0;2023-03
2023;Q2;Million of Saudi Riyals;Government Activities;153582.0;2023-06
2023;Q2;Million of Saudi Riyals;Gross Value Added;1097236.0;2023-06
2023;Q3;Million of Saudi Riyals;Net Taxes on Products;60008.0;2023-09
2023;Q4;Million of Saudi Riyals;Oil Activities;294978.0;2023-12
2023;Q4;Million of Saudi Riyals;Gross Domestic Product;1128518.0;2023-12
2024;Q1;Million of Saudi Riyals;Government Activities;157444.0;2024-03
2024;Q1;Million of Saudi Riyals;Gross Value Added;1094625.0;2024-03
2024;Q2;Million of Saudi Riyals;Government Activities;160970.0;2024-06
2024;Q3;Million of Saudi Riyals;Government Activities;161619.0;2024-09
2024;Q3;Million of Saudi Riyals;Net Taxes on Products;62843.0;2024-09
2024;Q4;Million of Saudi Riyals;Oil Activities;304936.0;2024-12
2025;Q1;Million of Saudi Riyals;Non-Oil Activities;666020.0;2025-03
2025;Q1;Million of Saudi Riyals;Government Activities;162779.0;2025-03
2025;Q1;Million of Saudi Riyals;Net Taxes on Products;63346.0;2025-03
2025;Q1;Million of Saudi Riyals;Gross Domestic Product;1196499.0;2025-03
2025;Q4;Million of Saudi Riyals;Oil Activities;337054.0;2025-12
2010;Q2;Growth Rates Q-o-Q;Government Activities;-0.26;2010-06
2010;Q2;Growth Rates Q-o-Q;Net Taxes on Products;11.92;2010-06
2010;Q4;Growth Rates Q-o-Q;Net Taxes on Products;6.43;2010-12
2011;Q1;Growth Rates Q-o-Q;Gross Value Added;0.58;2011-03
2011;Q1;Growth Rates Q-o-Q;Gross Domestic Product;0.54;2011-03
2011;Q2;Growth Rates Q-o-Q;Oil Activities;2.63;2011-06
2011;Q3;Growth Rates Q-o-Q;Non-Oil Activities;1.3;2011-09
2011;Q3;Growth Rates Q-o-Q;Government Activities;-2.8;2011-09
2011;Q4;Growth Rates Q-o-Q;Gross Value Added;2.34;2011-12
2012;Q1;Growth Rates Q-o-Q;Gross Domestic Product;2.56;2012-03
2012;Q2;Growth Rates Q-o-Q;Non-Oil Activities;1.22;2012-06
2012;Q4;Growth Rates Q-o-Q;Gross Value Added;-1.14;2012-12
2013;Q1;Growth Rates Q-o-Q;Oil Activities;-1.11;2013-03
2013;Q1;Growth Rates Q-o-Q;Non-Oil Activities;3.25;2013-03
2013;Q1;Growth Rates Q-o-Q;Gross Value Added;1.08;2013-03
2013;Q3;Growth Rates Q-o-Q;Non-Oil Activities;1.76;2013-09
2013;Q3;Growth Rates Q-o-Q;Net Taxes on Products;-4.72;2013-09
2013;Q4;Growth Rates Q-o-Q;Oil Activities;-2.42;2013-12
2013;Q4;Growth Rates Q-o-Q;Gross Value Added;-0.03;2013-12
2014;Q1;Growth Rates Q-o-Q;Government Activities;0.15;2014-03
2014;Q1;Growth Rates Q-o-Q;Net Taxes on Products;-0.67;2014-03
2014;Q2;Growth Rates Q-o-Q;Oil Activities;-1.95;2014-06
2014;Q2;Growth Rates Q-o-Q;Gross Domestic Product;-0.25;2014-06
2014;Q3;Growth Rates Q-o-Q;Gross Value Added;0.48;2014-09
2014;Q4;Growth Rates Q-o-Q;Oil Activities;-0.27;2014-12
2014;Q4;Growth Rates Q-o-Q;Non-Oil Activities;1.12;2014-12
2015;Q1;Growth Rates Q-o-Q;Gross Value Added;3.02;2015-03
2015;Q1;Growth Rates Q-o-Q;Gross Domestic Product;2.95;2015-03
2015;Q2;Growth Rates Q-o-Q;Gross Value Added;1.64;2015-06
2015;Q3;Growth Rates Q-o-Q;Oil Activities;-2.43;2015-09
2015;Q3;Growth Rates Q-o-Q;Net Taxes on Products;0.79;2015-09
2015;Q3;Growth Rates Q-o-Q;Gross Domestic Product;-0.03;2015-09
2015;Q4;Growth Rates Q-o-Q;Net Taxes on Products;-4.88;2015-12
2016;Q1;Growth Rates Q-o-Q;Net Taxes on Products;-12.31;2016-03
2016;Q2;Growth Rates Q-o-Q;Net Taxes on Products;-2.2;2016-06
2016;Q3;Growth Rates Q-o-Q;Oil Activities;0.88;2016-09
2016;Q3;Growth Rates Q-o-Q;Gross Value Added;0.03;2016-09
2016;Q4;Growth Rates Q-o-Q;Net Taxes on Products;18.8;2016-12
2017;Q1;Growth Rates Q-o-Q;Oil Activities;-2.4;2017-03
2017;Q1;Growth Rates Q-o-Q;Non-Oil Activities;0.79;2017-03
2017;Q1;Growth Rates Q-o-Q;Gross Domestic Product;-0.46;2017-03
2017;Q2;Growth Rates Q-o-Q;Oil Activities;-0.57;2017-06
2017;Q2;Growth Rates Q-o-Q;Non-Oil Activities;0.94;2017-06
2017;Q3;Growth Rates Q-o-Q;Oil Activities;-1.25;2017-09
2017;Q3;Growth Rates Q-o-Q;Gross Value Added;1.29;2017-09
2017;Q4;Growth Rates Q-o-Q;Oil Activities;-0.27;2017-12
2018;Q2;Growth Rates Q-o-Q;Oil Activities;0.77;2018-06
2018;Q2;Growth Rates Q-o-Q;Net Taxes on Products;9.58;2018-06
2018;Q3;Growth Rates Q-o-Q;Government Activities;-2.19;2018-09
2018;Q3;Growth Rates Q-o-Q;Gross Value Added;0.53;2018-09
2018;Q4;Growth Rates Q-o-Q;Government Activities;2.32;2018-12
2019;Q1;Growth Rates Q-o-Q;Government Activities;-0.32;2019-03
2019;Q2;Growth Rates Q-o-Q;Government Activities;1.43;2019-06
2019;Q3;Growth Rates Q-o-Q;Non-Oil Activities;0.31;2019-09
2019;Q4;Growth Rates Q-o-Q;Non-Oil Activities;0.33;2019-12
2019;Q4;Growth Rates Q-o-Q;Government Activities;-0.22;2019-12
2019;Q4;Growth Rates Q-o-Q;Gross Value Added;1.13;2019-12
2020;Q1;Growth Rates Q-o-Q;Oil Activities;-2.77;2020-03
2020;Q1;Growth Rates Q-o-Q;Gross Domestic Product;-2.24;2020-03
2020;Q2;Growth Rates Q-o-Q;Government Activities;0.94;2020-06
2020;Q2;Growth Rates Q-o-Q;Net Taxes on Products;-14.98;2020-06
2020;Q2;Growth Rates Q-o-Q;Gross Domestic Product;-5.07;2020-06
2020;Q4;Growth Rates Q-o-Q;Oil Activities;3.62;2020-12
2020;Q4;Growth Rates Q-o-Q;Government Activities;-0.15;2020-12
2020;Q4;Growth Rates Q-o-Q;Gross Domestic Product;1.93;2020-12
2021;Q2;Growth Rates Q-o-Q;Government Activities;-1.01;2021-06
2021;Q4;Growth Rates Q-o-Q;Net Taxes on Products;5.12;2021-12
2022;Q1;Growth Rates Q-o-Q;Oil Activities;3.28;2022-03
2022;Q1;Growth Rates Q-o-Q;Net Taxes on Products;7.81;2022-03
2022;Q4;Growth Rates Q-o-Q;Non-Oil Activities;1.93;2022-12
2023;Q1;Growth Rates Q-o-Q;Oil Activities;-1.64;2023-03
2023;Q1;Growth Rates Q-o-Q;Gross Domestic Product;0.04;2023-03
2023;Q2;Growth Rates Q-o-Q;Gross Value Added;-0.34;2023-06
2023;Q3;Growth Rates Q-o-Q;Non-Oil Activities;1.23;2023-09
2023;Q3;Growth Rates Q-o-Q;Gross Value Added;-2.88;2023-09
2023;Q4;Growth Rates Q-o-Q;Gross Value Added;0.33;2023-12
2024;Q4;Growth Rates Q-o-Q;Government Activities;0.52;2024-12
2025;Q1;Growth Rates Q-o-Q;Gross Value Added;0.63;2025-03
2025;Q1;Growth Rates Q-o-Q;Net Taxes on Products;-0.01;2025-03
2025;Q3;Growth Rates Q-o-Q;Government Activities;0.82;2025-09
2025;Q3;Growth Rates Q-o-Q;Gross Domestic Product;1.24;2025-09
2025;Q4;Growth Rates Q-o-Q;Non-Oil Activities;1.68;2025-12
2012;Q1;Contribution to Growth rate in GDP Q-o-Q;Oil Activities;2.1;2012-03
2012;Q1;Contribution to Growth rate in GDP Q-o-Q;Net Taxes on Products;0.09;2012-03
2012;Q2;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;0.36;2012-06
2012;Q4;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.68;2012-12
2013;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;1.09;2013-03
2013;Q2;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.05;2013-06
2014;Q1;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.0;2014-03
2014;Q3;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.6;2014-09
2014;Q3;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;0.48;2014-09
2014;Q4;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.48;2014-12
2015;Q1;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;1.48;2015-03
2015;Q1;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;1.04;2015-03
2015;Q1;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.49;2015-03
2015;Q3;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.87;2015-09
2015;Q4;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.24;2015-12
2016;Q1;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;0.92;2016-03
2016;Q1;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.33;2016-03
2016;Q1;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;-0.12;2016-03
2016;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;1.23;2016-03
2016;Q2;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.22;2016-06
2016;Q3;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.02;2016-09
2016;Q3;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;-0.11;2016-09
2016;Q4;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;0.07;2016-12
2016;Q4;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.18;2016-12
2016;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;0.7;2016-12
2017;Q2;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;0.42;2017-06
2017;Q2;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.11;2017-06
2017;Q2;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;0.53;2017-06
2018;Q1;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;-0.18;2018-03
2018;Q2;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.08;2018-06
2018;Q3;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;-0.11;2018-09
2018;Q4;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.28;2018-12
2018;Q4;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.1;2018-12
2019;Q1;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;-1.21;2019-03
2019;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;0.16;2019-03
2019;Q3;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;-0.56;2019-09
2019;Q4;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.05;2019-12
2020;Q1;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;-0.78;2020-03
2020;Q2;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;-1.04;2020-06
2020;Q2;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;-0.41;2020-06
2020;Q3;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;4.0;2020-09
2020;Q4;Contribution to Growth rate in GDP Y-o-Y;Government Activities;-0.03;2020-12
2021;Q1;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;-0.64;2021-03
2021;Q2;Contribution to Growth rate in GDP Y-o-Y;Government Activities;-0.2;2021-06
2021;Q3;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;4.05;2021-09
2021;Q4;Contribution to Growth rate in GDP Y-o-Y;Government Activities;-0.02;2021-12
2022;Q1;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;1.43;2022-03
2022;Q1;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;1.81;2022-03
2022;Q2;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;0.62;2022-06
2022;Q2;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;1.83;2022-06
2022;Q2;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.03;2022-06
2022;Q2;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;2.63;2022-06
2023;Q1;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.51;2023-03
2023;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;-0.21;2023-03
2023;Q3;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;-2.75;2023-09
2023;Q3;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.13;2023-09
2023;Q4;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;-0.04;2023-12
2024;Q1;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;1.06;2024-03
2024;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;2.26;2024-03
2024;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;2.39;2024-03
2024;Q2;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.31;2024-06
2024;Q3;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.58;2024-09
2024;Q3;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.06;2024-09
2025;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;0.59;2025-03
2025;Q1;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;0.6;2025-03
2025;Q2;Contribution to Growth rate in GDP Y-o-Y;Oil Activities;1.33;2025-06
2025;Q2;Contribution to Growth rate in GDP Y-o-Y;Non-Oil Activities;0.69;2025-06
2025;Q2;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;1.9;2025-06
2025;Q3;Contribution to Growth rate in GDP Y-o-Y;Government Activities;0.11;2025-09
2025;Q3;Contribution to Growth rate in GDP Y-o-Y;Net Taxes on Products;0.12;2025-09
2025;Q4;Contribution to Growth rate in GDP Y-o-Y;Government Activities;-0.03;2025-12
2025;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Value Added;1.37;2025-12
2025;Q4;Contribution to Growth rate in GDP Y-o-Y;Gross Domestic Product;1.41;2025-12
